ID,Company,TypeName,Inches,Ram,Weight,Price_euros,Screen,Touchscreen,CPU_freq,PrimaryStorage,PrimaryStorageType
769,Acer,Notebook,15.6,4,2.1,298,Standard,No,1.1,1024,HDD
770,Dell,Notebook,15.6,16,2.3,1181.27,Full HD,No,2.7,256,SSD
771,Samsung,2 in 1 Convertible,15,16,1.71,1799,Full HD,Yes,2.7,256,SSD
772,Toshiba,Notebook,14,4,1.75,1020,Standard,No,2.3,128,SSD
773,Dell,Gaming,15.6,8,2.62,1099,Full HD,No,2.8,1024,HDD
774,HP,Ultrabook,12.5,4,1.26,1244,Standard,No,2.3,256,SSD
775,Asus,2 in 1 Convertible,15.6,12,2.3,839,Full HD,Yes,2.7,2048,HDD
776,Lenovo,Notebook,15.6,16,2.5,2370,4K Ultra HD,No,2.7,512,SSD
777,Acer,Notebook,14,4,1.8,636,Full HD,No,2.4,128,SSD
778,Razer,Gaming,14,16,1.95,2899,Full HD,No,2.8,512,SSD
779,Asus,Notebook,15.6,8,2,581.9,Standard,No,1.1,128,SSD
780,Dell,Gaming,17.3,32,4.42,3588.8,Full HD,No,2.8,1024,SSD
781,Asus,Gaming,17.3,16,4.3,2350,Full HD,No,2.6,256,SSD
782,Toshiba,Ultrabook,14,16,1.47,1764,Full HD,No,2.6,512,SSD
783,Lenovo,Notebook,15.6,8,2.2,329,Standard,No,1.6,1024,HDD
784,Lenovo,Ultrabook,14,16,1.7,2299,Full HD,No,2.7,512,SSD
785,MSI,Gaming,14,16,1.6,1891,Full HD,No,2.8,256,SSD
786,MSI,Gaming,15.6,8,2.2,1089,Full HD,No,2.5,128,SSD
787,Lenovo,Gaming,15.6,4,2.4,999,Full HD,No,2.8,1024,HDD
788,Acer,Gaming,17.3,16,4.2,2299,Full HD,No,2.8,256,SSD
789,Dell,Gaming,15.6,8,2.62,985,Full HD,No,2.5,256,SSD
790,Asus,Gaming,15.6,8,2.24,1339,Full HD,No,2.8,128,SSD
791,Vero,Notebook,14,4,1.22,202.9,Standard,No,1.1,32,Flash Storage
792,Lenovo,2 in 1 Convertible,13.3,8,1.37,1970,Full HD,Yes,2.7,512,SSD
793,Lenovo,2 in 1 Convertible,15.6,8,2.08,959,Full HD,Yes,2.5,256,SSD
794,Apple,Ultrabook,12,8,0.92,1165,Standard,No,1.2,512,Flash Storage
795,Lenovo,2 in 1 Convertible,14,8,1.42,2330,Standard,Yes,2.5,256,SSD
796,Asus,Notebook,14,4,1.63,299,Standard,No,1.1,32,Flash Storage
797,Dell,Notebook,15.6,8,1.95,810,Standard,No,2.5,128,SSD
798,Lenovo,2 in 1 Convertible,13.9,8,1.38,1349,Full HD,Yes,2.7,256,SSD
799,Dell,Notebook,15.6,8,2,739,Full HD,No,2,256,SSD
800,HP,Workstation,15.6,8,3.14,2064.9,Full HD,No,2.8,256,SSD
801,Asus,Notebook,15.6,8,2.37,1099,Full HD,No,2.5,256,SSD
802,Dell,Ultrabook,13.3,8,1.29,1499,Full HD,No,2.5,256,SSD
803,Dell,Notebook,15.6,8,2.06,1749,4K Ultra HD,Yes,2.5,256,SSD
804,Dell,Netbook,11.6,4,1.63,744,Standard,No,1.1,128,SSD
805,HP,Netbook,12.5,8,1.26,1389,Standard,No,2.6,256,SSD
806,Toshiba,Notebook,15.6,4,2.1,780,Standard,No,2.3,500,HDD
807,HP,Notebook,15.6,8,2.04,629,Standard,No,2.5,2048,HDD
808,Dell,Gaming,15.6,16,2.62,1679,4K Ultra HD,No,2.8,512,SSD
809,Lenovo,Notebook,15.6,4,2.4,609,Full HD,No,2.5,1024,HDD
810,HP,Gaming,17.3,12,3.74,1749,Full HD,No,2.8,1024,HDD
811,MSI,Gaming,17.3,16,2.9,2415,Full HD,No,2.8,512,SSD
812,Samsung,Ultrabook,13.3,8,0.81,1499,Full HD,No,2.5,256,SSD
813,Dell,Notebook,15.6,8,1.98,961,Full HD,No,2.7,1024,HDD
814,Dell,Notebook,15.6,8,2.18,789.81,Full HD,No,2.5,256,SSD
815,Lenovo,Ultrabook,14,8,1.32,1859,Full HD,No,2.7,256,SSD
816,Razer,Ultrabook,12.5,16,1.29,1799,4K Ultra HD,Yes,2.5,512,SSD
817,HP,Netbook,11.6,4,1.23,385,Standard,No,1.6,16,Flash Storage
818,Dell,Gaming,17.3,16,4.36,2505.02,Full HD,No,2.8,128,SSD
819,Dell,Notebook,14,4,1.76,755,Standard,No,2.3,500,HDD
820,Lenovo,Notebook,15.6,4,2.1,489.9,Standard,No,2,500,HDD
821,Toshiba,Ultrabook,14,4,1.25,1090,Standard,No,2.5,128,SSD
822,Lenovo,Ultrabook,14,8,1.13,2499,Full HD,No,2.7,512,SSD
823,MSI,Gaming,15.6,8,2.4,1199,Full HD,No,2.5,256,SSD
824,Lenovo,Ultrabook,14,8,1.13,1875,Full HD,No,2.5,256,Flash Storage
825,Toshiba,Notebook,14,4,1.75,499,Standard,No,2.1,128,SSD
826,Asus,2 in 1 Convertible,13.3,8,1.1,1358,Full HD,Yes,2.5,256,SSD
827,Dell,Notebook,14,4,1.76,585,Standard,No,2,500,HDD
828,Acer,Netbook,11.6,4,1.35,355,Standard,No,1.6,32,Flash Storage
829,Acer,Notebook,14,8,1.5,619,Full HD,No,2.4,128,SSD
830,Razer,Gaming,17.3,32,3.49,5499,4K Ultra HD,Yes,2.9,512,SSD
831,Lenovo,Ultrabook,14,16,1.1,2099,Quad HD+,No,2.6,512,SSD
832,Asus,Notebook,15.6,4,2.1,519,Full HD,No,2.5,1024,HDD
833,Lenovo,Notebook,14,8,1.7,1186,Full HD,No,2.3,256,SSD
834,Lenovo,Notebook,14,8,1.32,1650,Full HD,No,2.6,256,SSD
835,Dell,Gaming,15.6,16,3.21,2774.63,Full HD,No,2.8,256,SSD
836,Asus,Gaming,17.3,16,2.9,2419,Full HD,No,2.8,256,SSD
837,Toshiba,Notebook,15.6,4,2,669,Standard,No,2.4,500,HDD
838,Lenovo,Notebook,14,4,1.5,325,Standard,No,1.6,16,Flash Storage
839,Asus,Notebook,15.6,8,2.3,590,Full HD,No,2.5,128,HDD
840,Asus,Gaming,17.3,16,2.73,1799,Full HD,No,2.6,512,SSD
841,Dell,Gaming,17.3,32,4.42,3072.89,Full HD,No,2.8,512,SSD
842,HP,Notebook,17.3,8,2.63,910,Standard,No,2.5,1024,HDD
843,Dell,Notebook,15.6,8,2.18,713.99,Standard,No,2.5,128,SSD
844,HP,Ultrabook,14,8,1.54,1870,Full HD,No,2.5,512,SSD
845,Dell,Notebook,15.6,4,2.18,739,Full HD,No,2.7,256,SSD
846,HP,2 in 1 Convertible,11.6,4,1.4,615,Standard,Yes,1.1,32,Flash Storage
847,Asus,Ultrabook,13.3,8,1.45,1026,Full HD,No,2.3,512,SSD
848,HP,2 in 1 Convertible,13.3,8,1.28,2277,Full HD,Yes,2.5,256,SSD
849,HP,Ultrabook,14,8,1.54,1468,Full HD,No,2.5,512,SSD
850,HP,Notebook,15.6,4,1.86,299,Standard,No,1.6,128,SSD
851,Asus,Gaming,15.6,16,2.1,1899,Full HD,No,2.8,128,SSD
852,Dell,Notebook,17.3,8,2.83,865,Full HD,No,2.7,1024,HDD
853,Lenovo,Ultrabook,14,8,1.96,1903,Full HD,No,2.8,256,SSD
854,Asus,Notebook,15.6,8,2.3,787,Full HD,No,2.7,256,SSD
855,Dell,Notebook,15.6,8,1.9,945,Full HD,No,2.5,128,SSD
856,Asus,Notebook,15.6,4,2,449,Standard,No,1.1,1024,HDD
857,HP,2 in 1 Convertible,13.3,8,1.28,2559,Full HD,Yes,2.8,256,SSD
858,Dell,Notebook,13.3,8,1.62,649,Full HD,Yes,2.3,1024,HDD
859,Lenovo,Notebook,15.6,4,2.2,469,Full HD,No,2,1024,HDD
860,Lenovo,Notebook,15.6,8,2.3,850.66,Full HD,No,2.5,1024,HDD
861,HP,Notebook,15.6,8,1.84,1349,Full HD,No,2.6,256,SSD
862,Toshiba,Notebook,13.3,4,1.05,1285,Full HD,No,2.5,128,SSD
863,Lenovo,Gaming,15.6,8,2.5,1017,Full HD,No,2.5,1024,HDD
864,Dell,Ultrabook,13.3,16,1.29,2240,Quad HD+,Yes,2.5,512,SSD
865,HP,Notebook,15.6,4,2.07,910,Full HD,No,2.3,500,HDD
866,Toshiba,Ultrabook,13.3,8,1.2,1095,Standard,No,2.3,256,SSD
867,Lenovo,2 in 1 Convertible,13.3,8,1.37,1950,Full HD,Yes,2.7,256,SSD
868,Acer,Notebook,14,8,1.56,902,Full HD,No,2.5,256,SSD
869,Dell,Workstation,15.6,8,2.23,1778,Full HD,No,2.8,1024,HDD
870,Lenovo,Notebook,15.6,4,2.38,1055,Standard,No,2.5,500,HDD
871,Lenovo,Notebook,15.6,4,2.2,479,Full HD,No,2,1024,HDD
872,Toshiba,Notebook,15.6,8,2,1388,Full HD,No,2.7,256,SSD
873,Lenovo,Notebook,13.3,4,1.44,735,Full HD,No,2.4,180,SSD
874,Samsung,Ultrabook,15,16,1.23,1849,Full HD,No,2.7,256,SSD
875,Dell,Ultrabook,12.5,8,1.6,1690,Full HD,No,2.8,256,SSD
876,Asus,Notebook,15.6,4,2,398.99,Standard,No,1.1,1024,HDD
877,Xiaomi,Ultrabook,13.3,8,1.28,935,Full HD,No,2.3,256,SSD
878,Dell,Notebook,15.6,4,2.18,912.5,Full HD,No,2.5,128,SSD
879,HP,Notebook,15.6,4,2.04,839,Full HD,No,2.5,256,SSD
880,HP,2 in 1 Convertible,13.3,4,1.28,1700,Full HD,Yes,2.5,256,SSD
881,HP,2 in 1 Convertible,15.6,4,2.3,684.8,Standard,Yes,2.5,500,HDD
882,Asus,Notebook,14.1,4,1.65,348,Standard,No,1.1,32,Flash Storage
883,Lenovo,Notebook,15.6,8,2.2,669,Full HD,No,2.5,1024,HDD
884,Dell,Notebook,15.6,4,2.2,369,Standard,No,1.6,500,HDD
885,HP,2 in 1 Convertible,13.3,4,1.28,1799,Full HD,Yes,2.5,256,SSD
886,Dell,Notebook,15.6,4,2.18,455.7,Standard,No,2,1024,HDD
887,Asus,Gaming,17.3,12,2.2,1369.9,Full HD,No,2.5,128,SSD
888,Acer,Netbook,11.6,4,1.25,297,Standard,No,1.6,32,Flash Storage
889,Lenovo,Notebook,17.3,4,2.8,379,Standard,No,2.2,500,HDD
890,HP,Notebook,14,4,1.95,1265,Full HD,No,2.5,128,SSD
891,HP,2 in 1 Convertible,13.3,16,1.42,1399,Quad HD+,Yes,2.7,256,SSD
892,Samsung,Ultrabook,15,8,1.17,1699,Full HD,No,2.7,256,SSD
893,Lenovo,Ultrabook,14,8,1.32,1799,Full HD,No,2.5,256,SSD
894,MSI,Gaming,17.3,16,2.43,2649,4K Ultra HD,No,2.6,512,SSD
895,Toshiba,Notebook,13.3,8,1.05,1475,Full HD,No,2.5,256,SSD
896,Dell,Gaming,15.6,8,2.62,929,Full HD,No,2.8,1024,HDD
897,HP,Notebook,15.6,8,2.04,900,Full HD,No,2.7,1024,HDD
898,Dell,Notebook,15.6,4,2.18,614,Standard,No,2,1024,HDD
899,Dell,Notebook,15.6,8,1.9,935,Full HD,No,2.6,500,HDD
900,Dell,2 in 1 Convertible,13.3,8,1.24,2013.1,Quad HD+,Yes,1.3,512,SSD
901,Asus,Gaming,17.3,32,3.58,1279,Full HD,No,2.7,256,SSD
902,Dell,2 in 1 Convertible,13.3,16,1.22,1649,Full HD,Yes,1.3,256,SSD
903,Lenovo,Ultrabook,14,8,1.13,2049,Full HD,No,2.7,256,Flash Storage
904,Lenovo,Notebook,15.6,8,1.95,1962.99,Full HD,No,2.5,512,SSD
905,LG,Ultrabook,15.6,16,1.08,2099,Full HD,Yes,2.7,512,SSD
906,HP,Netbook,12.5,8,1.26,1483,Full HD,No,2.7,512,SSD
907,Acer,Notebook,15.6,4,2.2,359,Full HD,No,1.5,16,Flash Storage
908,Lenovo,Notebook,15.6,8,2.6,789,Full HD,No,2.3,128,SSD
909,LG,Ultrabook,14,8,0.98,1899,Full HD,Yes,2.7,512,SSD
910,Dell,Notebook,14,8,1.6,1205,Full HD,No,2.8,256,SSD
911,HP,Ultrabook,12.5,8,1.09,3100,4K Ultra HD,Yes,1.2,240,SSD
912,Lenovo,Notebook,15.6,6,2.2,789,Full HD,No,2.7,256,SSD
913,HP,Notebook,15.6,8,2.04,1018.99,Full HD,No,2.7,256,SSD
914,Acer,Notebook,15.6,4,2.4,499,Full HD,No,2.4,1024,HDD
915,Lenovo,Notebook,13.3,4,1.44,881,Full HD,No,2.5,128,SSD
916,HP,Notebook,13.3,8,1.49,960,Full HD,No,2.5,256,SSD
917,MSI,Gaming,17.3,16,2.7,1599,Full HD,No,2.8,256,SSD
918,Dell,Gaming,15.6,16,2.6,1349,Full HD,No,2.8,128,SSD
919,MSI,Gaming,15.6,8,2.2,1119.91,Full HD,No,2.5,128,SSD
920,Dell,Notebook,15.6,4,2.18,684.99,Standard,No,2.5,1024,HDD
921,HP,Ultrabook,15.6,8,1.84,1296.99,Full HD,No,2.5,256,SSD
922,HP,Ultrabook,13.3,8,1.39,1149,Quad HD+,Yes,2.7,256,SSD
923,Toshiba,Notebook,15.6,16,2.4,1975,Full HD,No,2.6,256,SSD
924,Lenovo,2 in 1 Convertible,13.3,8,1.37,1825,Full HD,Yes,2.5,512,SSD
925,Dell,Notebook,15.6,4,1.95,729.9,Standard,No,2.3,500,HDD
926,Lenovo,Ultrabook,12.5,8,1.36,1650,Full HD,No,2.7,256,SSD
927,HP,Notebook,15.6,8,2.31,1165,Full HD,No,2.3,256,SSD
928,Dell,Notebook,15.6,4,2.18,708.06,Standard,No,2.5,1024,HDD
929,HP,Notebook,14,4,1.95,1149,Standard,No,2.3,500,HDD
930,Lenovo,Notebook,15.6,4,2.2,309,Standard,No,1.1,1024,HDD
931,HP,Ultrabook,12.5,4,1.26,1579,Full HD,No,2.3,500,HDD
932,HP,Notebook,15.6,4,1.86,288.9,Standard,No,1.6,1024,HDD
933,Lenovo,2 in 1 Convertible,13.3,16,1.3,1799,Quad HD+,Yes,2.2,1024,SSD
934,Toshiba,Notebook,14,4,1.47,1105,Full HD,No,2.3,128,SSD
935,HP,Netbook,12.5,8,1.26,1669,Full HD,No,2.3,256,SSD
936,Dell,Notebook,15.6,4,2.18,558.6,Standard,No,2,1024,HDD
937,MSI,Gaming,15.6,8,2.2,1199,Full HD,No,2.8,128,SSD
938,Dell,Ultrabook,14,8,1.36,1639,Full HD,No,2.5,256,SSD
939,Dell,Gaming,17.3,16,4.36,2758,Standard,No,2.7,512,SSD
940,HP,Gaming,17.3,8,2.75,1399,Full HD,No,2.3,128,SSD
941,Asus,Notebook,17.3,4,2.8,530,Standard,No,1.6,1024,HDD
942,Acer,Notebook,15.6,4,2.23,619,Standard,No,2.5,500,HDD
943,Toshiba,Notebook,15.6,8,2.2,1119,Standard,No,2.3,256,SSD
944,Lenovo,2 in 1 Convertible,11.3,8,1.1,1299,Full HD,Yes,1.2,256,SSD
945,Lenovo,Gaming,15.6,16,2.5,999,Full HD,No,2.1,512,SSD
946,Dell,Ultrabook,12.5,8,1.36,1472.2,Full HD,Yes,2.5,256,SSD
947,Lenovo,Notebook,15.6,8,2.2,685,Full HD,No,2.7,1024,HDD
948,Dell,Notebook,17.3,4,2.36,659,Standard,No,2,1024,HDD
949,Acer,Notebook,14,4,1.68,349,Standard,No,1.6,32,Flash Storage
950,HP,Workstation,15.6,8,2,2249,Full HD,No,2.7,8,SSD
951,Dell,Ultrabook,14,8,1.36,1775,Full HD,No,2.8,256,SSD
952,Toshiba,Notebook,13.3,8,1.2,1460,Full HD,No,2.3,256,SSD
953,Asus,2 in 1 Convertible,12.5,8,1.2,1159,Full HD,No,1.2,64,Flash Storage
954,Lenovo,Ultrabook,14,8,1.7,1488.99,Full HD,No,2.6,256,SSD
955,Dell,Gaming,17.3,16,4.36,3154,4K Ultra HD,No,2.8,512,SSD
956,Dell,2 in 1 Convertible,13.3,8,1.24,1899,Full HD,Yes,1.2,256,SSD
957,HP,2 in 1 Convertible,11.6,4,1.45,775,Standard,Yes,1.1,256,SSD
958,Dell,Ultrabook,13.3,8,1.3,1268,Quad HD+,No,2.5,256,SSD
959,Acer,2 in 1 Convertible,11.6,4,1.25,389,Standard,Yes,1.6,32,Flash Storage
960,Toshiba,Notebook,13.3,8,1.2,1535,Full HD,No,2.4,256,SSD
961,Lenovo,Ultrabook,12.5,8,1.36,1760,Full HD,No,2.6,256,SSD
962,Acer,Notebook,15.6,12,2.4,1009,Full HD,No,2.5,128,SSD
963,Toshiba,Ultrabook,12.5,8,1.1,1790,Full HD,Yes,2.7,512,SSD
964,HP,Notebook,15.6,8,2.04,846.5,Standard,No,2.5,1024,HDD
965,Dell,Notebook,15.6,4,2.25,465.62,Standard,No,2,1024,HDD
966,Dell,Notebook,15.6,4,1.9,825,Standard,No,2.5,500,HDD
967,HP,Notebook,15.6,4,2.04,685,Full HD,No,2.4,500,HDD
968,Dell,Gaming,17.3,32,4.42,3149,Full HD,No,2.8,256,SSD
969,Lenovo,Notebook,15.6,6,2.4,695,Full HD,No,2.5,256,SSD
970,Dell,2 in 1 Convertible,13.3,16,1.22,1899,Quad HD+,Yes,1.3,512,SSD
971,Dell,Ultrabook,14,8,1.5,1962.98,Standard,Yes,2.6,256,SSD
972,Dell,Gaming,17.3,32,4.42,2800,Full HD,No,2.6,256,SSD
973,Toshiba,Notebook,14,8,1.95,1180,Full HD,No,2.3,256,SSD
974,Asus,Gaming,17.3,16,2.73,2049.9,Full HD,No,2.8,256,SSD
975,HP,Notebook,15.6,8,2.04,979,Full HD,No,2.7,128,SSD
976,Lenovo,Notebook,14,4,1.7,1002,Standard,No,2.3,508,Hybrid
977,Asus,2 in 1 Convertible,15.6,16,2.3,1799,4K Ultra HD,Yes,2.7,512,SSD
978,HP,Notebook,15.6,6,2.04,579,Standard,No,2.7,1024,HDD
979,Asus,Gaming,17.3,16,2.99,1749,Full HD,No,2.8,256,SSD
980,Dell,2 in 1 Convertible,15.6,12,2.19,1299,Full HD,Yes,2.7,512,SSD
981,Toshiba,Notebook,13.3,4,1.2,1195,Full HD,No,2.3,128,SSD
982,Lenovo,Notebook,15.6,6,2.2,549,Full HD,No,3.6,256,SSD
983,Fujitsu,Notebook,15.6,4,2.3,649,Standard,No,2.3,256,SSD
984,Toshiba,Notebook,14,4,1.75,915,Standard,No,2.3,500,HDD
985,Dell,Notebook,15.6,4,2.25,599,Standard,No,2.5,500,HDD
986,HP,Notebook,15.6,8,2.04,806,Full HD,No,2.5,1024,HDD
987,Lenovo,Gaming,15.6,8,2.5,1189,Full HD,No,2.8,128,SSD
988,Dell,Notebook,15.6,8,2.36,749,Standard,No,2.7,1024,HDD
989,Dell,Notebook,14,8,1.6,1119,Full HD,No,2.5,128,SSD
990,HP,Netbook,12.5,8,0.97,1908,Full HD,No,1.2,512,SSD
991,HP,Notebook,15.6,4,2.1,499,Full HD,No,2,128,SSD
992,Lenovo,Notebook,15.6,4,1.9,270.62,Standard,No,1.1,128,SSD
993,Lenovo,Notebook,15.6,8,2.3,1349,Full HD,No,2.3,256,SSD
994,Dell,2 in 1 Convertible,13.3,8,1.68,889,Full HD,Yes,2.5,256,SSD
995,Asus,Notebook,13.3,8,1.4,1150,Quad HD+,No,2.5,256,SSD
996,HP,Ultrabook,13.3,8,1.11,1349,Full HD,Yes,2.7,256,SSD
997,Acer,Notebook,15.6,4,2.4,380,Standard,No,1.1,500,HDD
998,Asus,Gaming,15.6,16,2.5,1799,Full HD,No,2.8,256,SSD
999,HP,Ultrabook,14,8,1.48,2089,Full HD,No,2.7,512,SSD
1000,Acer,Gaming,15.6,8,2.7,1260,Full HD,No,2.8,128,SSD
1001,HP,Notebook,13.3,8,1.34,1189,Full HD,No,2.5,256,SSD
1002,Dell,Notebook,15.6,4,2.18,547,Standard,No,2.4,128,SSD
1003,HP,Notebook,14,4,1.64,779,Standard,No,2.5,500,HDD
1004,Toshiba,Notebook,13.3,4,1.2,1195,Full HD,No,2.3,128,SSD
1005,HP,Notebook,14,4,1.48,1099.99,Standard,No,2.4,256,SSD
1006,HP,Notebook,14,4,1.95,1205,Full HD,No,2.5,256,SSD
1007,HP,Ultrabook,14,8,1.43,1449,Full HD,No,2.6,256,SSD
1008,HP,Notebook,14,8,1.64,1049.26,Full HD,No,2.5,256,SSD
1009,HP,Notebook,14,4,1.64,684,Standard,No,2.4,500,HDD
1010,Dell,Gaming,15.6,8,2.65,949,Full HD,No,2.5,1024,Hybrid
1011,HP,Ultrabook,12.5,4,1.26,1539,Full HD,No,2.5,500,HDD
1012,HP,Notebook,14,4,1.48,1590,Full HD,No,2.5,256,SSD
1013,HP,Ultrabook,14,8,1.54,1887.21,Full HD,No,2.5,256,SSD
1014,HP,Notebook,13.3,4,1.49,800,Standard,No,2.4,500,HDD
1015,Toshiba,Notebook,13.3,8,1.5,1210,Standard,No,2.3,256,SSD
1016,HP,Notebook,15.6,4,2.04,769.99,Standard,No,2.4,256,SSD
1017,Lenovo,Notebook,17.3,16,2.4,2968,4K Ultra HD,No,2.7,512,SSD
1018,Toshiba,Notebook,14,8,1.47,1490,Full HD,No,2.3,256,SSD
1019,HP,Notebook,14,8,1.43,2229,Full HD,No,2.5,256,SSD
1020,Dell,2 in 1 Convertible,15.6,4,2.08,795.99,Full HD,Yes,2.3,1024,HDD
1021,Toshiba,Ultrabook,13.3,8,1.2,1590,Full HD,No,2.3,256,SSD
1022,HP,Notebook,13.3,8,1.11,1149,Full HD,No,2.5,256,SSD
